customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0533,Male,0,Yes,No,10,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,48.32,2529.47,Yes
CUST0534,Male,0,No,Yes,9,No,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,69.46,417.99,Yes
CUST0535,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),111.2,5494.17,No
CUST0536,Female,0,Yes,Yes,5,No,Yes,DSL,No internet service,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),94.05,4679.88,Yes
CUST0537,Female,0,Yes,No,1,No,No,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,80.62,5266.03,No
CUST0538,Male,0,Yes,No,9,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,50.21,1379.77,No
CUST0539,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Mailed check,87.5,3721.18,No
CUST0540,Female,0,Yes,No,3,Yes,No phone service,No,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),20.0,37.31,No
CUST0541,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),57.43,1411.46,No
CUST0542,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,82.51,447.15,No
CUST0543,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,87.21,3318.7,No
CUST0544,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,85.1,5024.0,No
CUST0545,Male,1,No,No,51,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.84,1156.22,Yes
CUST0546,Female,0,No,No,8,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),59.13,2273.38,No
CUST0547,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.14,1256.41,No
CUST0548,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),36.41,348.44,No
CUST0549,Female,1,No,No,3,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,39.66,1478.54,No
CUST0550,Male,0,Yes,Yes,37,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,66.85,442.53,No
CUST0551,Male,1,Yes,Yes,7,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,70.2,2997.52,No
CUST0552,Female,0,Yes,No,5,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.0,64.5,No
CUST0553,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),78.65,674.6,No
CUST0554,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Mailed check,88.18,3531.67,No
CUST0555,Male,1,No,No,7,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.68,2694.67,No
CUST0556,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,120.0,366.97,Yes
CUST0557,Female,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.51,1856.58,Yes
CUST0558,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),54.17,3278.95,Yes
CUST0559,Female,0,No,Yes,16,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.15,2778.81,No
CUST0560,Female,0,No,No,7,No,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.71,646.84,No
CUST0561,Female,1,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,55.14,2374.57,No
CUST0562,Male,1,No,Yes,16,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),22.8,1110.83,Yes
CUST0563,Male,0,No,No,46,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.6,177.08,Yes
CUST0564,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,62.07,3831.65,No
CUST0565,Female,0,Yes,No,59,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,101.86,6655.85,Yes
CUST0566,Female,0,No,Yes,1,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,No,Electronic check,120.0,7365.85,Yes
CUST0567,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.06,6256.45,No
CUST0568,Female,0,Yes,No,12,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),41.74,2249.4,No
CUST0569,Male,0,Yes,Yes,72,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),44.13,2028.62,No
CUST0570,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,60.22,2961.78,Yes
CUST0571,Female,0,No,No,19,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,118.54,6905.25,Yes
CUST0572,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),60.04,2884.03,No
CUST0573,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.17,610.96,Yes
CUST0574,Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,49.96,1383.68,No
CUST0575,Male,1,No,No,41,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,87.71,5674.16,No
CUST0576,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,85.7,189.88,No
CUST0577,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,58.99,2986.03,No
CUST0578,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.5,5881.64,No
CUST0579,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,20.0,1022.84,No
CUST0580,Female,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,68.11,4874.83,No
CUST0581,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.82,4524.29,Yes
CUST0582,Male,0,Yes,No,36,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.01,137.64,Yes
CUST0583,Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,39.91,2383.32,Yes
CUST0584,Female,1,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),20.0,424.17,No
CUST0585,Female,1,No,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.7,3681.81,No
CUST0586,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.4,1004.97,Yes
CUST0587,Female,0,Yes,No,10,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),72.23,1449.49,No
CUST0588,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,83.12,2628.99,No
CUST0589,Female,1,No,No,47,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),110.36,3078.15,No
CUST0590,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.38,2775.63,No
CUST0591,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.82,2867.21,Yes
CUST0592,Female,0,No,No,10,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.19,1550.77,No
CUST0593,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.52,1674.39,Yes
CUST0594,Female,0,No,No,15,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,59.89,2895.89,Yes
CUST0595,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),36.35,1766.54,No
CUST0596,Female,0,No,No,72,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),20.0,1299.61,No
CUST0597,Male,0,No,No,72,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.36,60.47,No
CUST0598,Male,0,No,Yes,9,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,90.93,5598.29,Yes
CUST0599,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.38,2104.0,No
CUST0600,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),46.77,2110.11,Yes
CUST0601,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,43.52,325.86,Yes
CUST0602,Female,1,No,No,9,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,67.55,2142.44,No
CUST0603,Female,1,Yes,No,20,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,57.82,990.88,Yes
CUST0604,Female,1,No,No,16,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),56.81,1082.15,No
CUST0605,Male,1,No,Yes,10,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Electronic check,105.48,3880.68,No
CUST0606,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),111.14,6522.21,No
CUST0607,Male,0,No,No,19,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.0,1076.17,Yes
CUST0608,Female,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),74.83,3214.68,No
CUST0609,Female,0,Yes,No,6,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Mailed check,41.69,1638.53,No
CUST0610,Female,0,No,No,22,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.55,1803.62,No
CUST0611,Male,1,Yes,No,11,Yes,No phone service,No,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,74.28,5204.12,Yes
CUST0612,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,No,Electronic check,58.62,2390.09,Yes
CUST0613,Female,0,Yes,No,45,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.91,1368.64,Yes
CUST0614,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.19,1476.88,No
CUST0615,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,73.84,3278.82,No
CUST0616,Male,0,Yes,No,35,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),45.59,1738.11,No
CUST0617,Male,0,Yes,No,72,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,46.12,71.33,No
CUST0618,Female,1,No,Yes,29,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,21.81,1307.11,No
CUST0619,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),39.38,2008.21,No
CUST0620,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),120.0,5758.79,No
CUST0621,Female,1,No,Yes,3,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),41.24,242.63,No
CUST0622,Female,1,No,Yes,61,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,29.2,779.78,No
CUST0623,Male,1,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,74.6,5028.8,No
CUST0624,Female,1,Yes,No,14,No,No,No,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),61.69,3839.76,No
CUST0625,Male,0,No,No,1,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.13,1257.95,No
CUST0626,Female,0,No,No,14,Yes,No,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.27,1303.47,No
CUST0627,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,81.47,2679.29,Yes
CUST0628,Female,0,Yes,Yes,1,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),49.1,1289.57,No
CUST0629,Male,0,No,No,19,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,No,Credit card (automatic),52.27,2583.92,No
CUST0630,Male,0,Yes,No,72,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,49.92,3475.44,No
CUST0631,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),91.24,2442.84,Yes
CUST0632,Female,0,Yes,No,16,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.76,302.08,No
CUST0633,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),20.0,1294.61,No
CUST0634,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.55,234.78,No
CUST0635,Female,0,No,Yes,5,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),20.0,1372.93,No
CUST0636,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,120.0,5782.22,No
CUST0637,Male,1,Yes,No,28,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),36.03,2444.99,No
CUST0638,Male,0,No,No,72,Yes,Yes,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),60.14,912.74,No
CUST0639,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),72.75,282.96,No
CUST0640,Female,0,No,Yes,7,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.34,2009.26,No
CUST0641,Female,1,No,No,13,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),56.3,1857.55,No
CUST0642,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,77.65,1905.33,Yes
CUST0643,Female,0,No,No,9,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),110.79,7643.56,No
CUST0644,Male,0,Yes,No,64,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.03,5229.0,Yes
CUST0645,Female,0,Yes,Yes,1,No,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.36,5246.03,No
CUST0646,Male,1,No,No,72,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,33.6,422.13,No
CUST0647,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,74.52,3959.81,No
CUST0648,Male,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,69.66,3665.22,No
CUST0649,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),75.53,2355.1,No
CUST0650,Male,1,No,No,45,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,106.29,7085.07,No
CUST0651,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),58.38,750.45,No
CUST0652,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,52.83,1055.69,Yes
CUST0653,Male,0,No,No,15,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.02,444.71,No
CUST0654,Male,0,No,No,57,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.0,1149.54,No
CUST0655,Female,0,Yes,No,42,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,57.89,2613.64,No
CUST0656,Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,60.97,1424.4,Yes
CUST0657,Male,0,Yes,No,25,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),37.39,472.25,No
CUST0658,Male,1,Yes,Yes,4,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.71,372.39,Yes
CUST0659,Female,1,Yes,No,55,No,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Electronic check,33.13,425.39,No
CUST0660,Female,0,No,Yes,46,Yes,Yes,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,60.92,2021.65,No
CUST0661,Female,1,No,No,32,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,73.79,1368.86,No
CUST0662,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,105.6,2047.41,Yes
CUST0663,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,No,Mailed check,64.68,4085.78,No
CUST0664,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.08,3497.63,No
CUST0665,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.02,4539.76,No
CUST0666,Male,1,No,No,13,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.7,242.9,Yes
CUST0667,Female,1,No,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.31,870.12,No
CUST0668,Female,0,Yes,Yes,25,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),21.96,769.15,No
CUST0669,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,68.2,970.8,No
CUST0670,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48.72,464.47,Yes
CUST0671,Male,0,No,No,15,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,92.58,5813.11,No
CUST0672,Female,1,Yes,Yes,25,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,87.38,5915.3,Yes
CUST0673,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),59.46,392.17,No
CUST0674,Female,0,No,Yes,9,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),30.27,780.33,No
CUST0675,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,80.32,5545.3,Yes
CUST0676,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),34.46,237.94,No
CUST0677,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),42.25,1972.83,Yes
CUST0678,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,35.62,2494.21,No
CUST0679,Female,0,No,No,64,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.84,4286.76,No
CUST0680,Female,0,No,No,42,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.11,3449.33,Yes
CUST0681,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.85,814.19,Yes
CUST0682,Male,0,Yes,Yes,72,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.7,793.54,No
CUST0683,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,20.0,1283.23,Yes
CUST0684,Female,1,Yes,Yes,72,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.56,5361.14,Yes
CUST0685,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),41.59,1836.5,No
CUST0686,Female,1,No,No,1,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),68.53,3796.21,No
CUST0687,Female,0,No,No,17,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),54.37,2910.89,No
CUST0688,Male,0,No,No,13,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,90.15,4326.01,No
CUST0689,Male,0,No,No,23,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,60.28,3601.1,No
CUST0690,Female,0,No,No,47,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Two year,No,Electronic check,63.23,3140.36,No
CUST0691,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,79.57,3096.49,No
CUST0692,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,2138.87,Yes
CUST0693,Male,0,No,No,16,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,91.65,4932.43,Yes
CUST0694,Female,0,No,No,4,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No,One year,No,Credit card (automatic),62.34,2157.91,No
CUST0695,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,65.1,1427.57,Yes
CUST0696,Female,1,Yes,No,30,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),49.25,2853.7,No
CUST0697,Male,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.5,1842.04,No
CUST0698,Female,1,No,No,39,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),48.42,3270.65,No
CUST0699,Female,0,No,Yes,23,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.84,533.25,No
CUST0700,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.6,3984.07,Yes
CUST0701,Female,0,No,No,23,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.86,602.76,No
CUST0702,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,105.0,6840.97,No
CUST0703,Male,0,Yes,Yes,17,Yes,No,No,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),87.56,706.14,No
CUST0704,Female,0,Yes,No,48,No,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),65.62,3122.46,No
CUST0705,Male,0,No,No,18,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,65.01,3716.41,No
CUST0706,Male,0,No,No,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,48.28,1264.94,No
CUST0707,Female,0,Yes,No,38,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,73.1,5025.35,No
CUST0708,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),97.64,5995.45,No
CUST0709,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.91,962.31,No
CUST0710,Female,1,No,No,19,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),20.0,30.71,No
CUST0711,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,86.1,1899.52,Yes
